level,x,y,ID,Verfasser,Seitenzahl,Leer,Anstreichung,Unterstreichung,Durchstreichung,SonstigeMarkierung,ZusatzMaterial,Anderes,Provenienz,Stempel,Kommentar,Bewertung,Textkorrektur,Variante,Uebersetzung,LeerTotal,AnstreichungTotal,UnterstreichungTotal,DurchstreichungTotal,SonstigeMarkierungTotal,ZusatzMaterialTotal,AnderesTotal,ProvenienzTotal,StempelTotal,KommentarTotal,BewertungTotal,TextkorrekturTotal,VarianteTotal,UebersetzungTotal,Bio
buch,-1.8016436772434996,-1.3008545157529452,Q108,"Voß, Sophie Marie Gräfin von ",457,407,12,16,0,3,0,8,2,3,5,0,1,0,0,407,12,16,0,3,0,8,2,3,5,0,1,0,0,
buch,-1.3845701320989523,0.2573412620670758,Q109,"Storm, Theodor",748,701,0,4,1,4,0,4,2,1,0,0,0,0,0,701,0,4,1,4,0,4,2,1,0,0,0,0,0,
buch,-2.572815229917355,5.7320900084009025,Q11,"Fontane, Theodor",1116,1002,0,2,0,6,8,12,3,4,10,0,0,0,0,1002,0,2,0,6,8,12,3,4,10,0,0,0,0,
buch,1.616130549436711,-2.467962906106643,Q110,"Brahm, Otto",79,58,17,6,0,0,2,0,4,1,7,7,0,0,0,58,17,6,0,0,2,0,4,1,7,7,0,0,0,
buch,-0.8780952197831492,0.7727162144055612,Q12,"Fontane, Theodor",564,553,0,1,0,1,0,3,1,1,2,0,1,0,0,553,0,1,0,1,0,3,1,1,2,0,1,0,0,
buch,-0.2154389209007308,-0.8111360920246155,Q13,"Fontane, Theodor",566,523,0,1,0,0,0,27,3,1,2,0,0,0,0,523,0,1,0,0,0,27,3,1,2,0,0,0,0,
buch,4.415497022340132,2.465647548811264,Q14,"Fontane, Theodor",492,468,1,0,1,0,8,2,2,1,2,0,1,0,0,468,1,0,1,0,8,2,2,1,2,0,1,0,0,
buch,0.41266208675530397,-0.727492594954207,Q15,"Fontane, Theodor",476,453,0,1,0,1,0,3,3,1,3,0,0,0,0,453,0,1,0,1,0,3,3,1,3,0,0,0,0,
buch,0.025534391070947605,-1.697014145628444,Q16,"Fontane, Theodor",478,460,5,8,1,0,0,3,3,1,9,0,1,0,0,460,5,8,1,0,0,3,3,1,9,0,1,0,0,
buch,-0.50547659528732,6.164313838309877,Q17,"Fontane, Theodor",704,690,0,0,0,0,2,2,2,8,0,0,0,0,0,690,0,0,0,0,2,2,2,8,0,0,0,0,0,
buch,-2.99927010235378,-0.5525351204425627,"Q18,1-3","Alexis, Willibald",754,576,43,8,0,56,0,26,1,2,3,8,0,0,0,576,43,8,0,56,0,26,1,2,3,8,0,0,0,
buch,-2.056920365103599,-10.857044008276942,"Q18,4-8","Alexis, Willibald",532,312,157,16,1,22,0,2,1,2,20,37,11,0,0,312,157,16,1,22,0,2,1,2,20,37,11,0,0,
buch,2.051116652662524,0.24216381178632698,Q19,"Alexis, Willibald",146,102,12,1,0,35,0,1,1,1,0,6,2,0,0,102,12,1,0,35,0,1,1,1,0,6,2,0,0,
buch,14.012954923806847,-2.0422172892515538,Q2,"Fontane, Theodor",315,270,8,1,4,7,0,9,2,1,4,0,2,11,0,270,8,1,4,7,0,9,2,1,4,0,2,11,0,
buch,-7.985829070855236,-3.9223474683118797,Q20,"Alexis, Willibald",407,274,87,45,0,2,0,70,2,2,6,18,0,0,0,274,87,45,0,2,0,70,2,2,6,18,0,0,0,
buch,-10.403999510809156,-5.369136436067402,Q21,"Alexis, Willibald",632,402,132,45,0,0,0,143,1,3,16,25,5,0,0,402,132,45,0,0,0,143,1,3,16,25,5,0,0,
buch,-0.2858357989434681,1.2523899556834475,"Q22,1","Ariosto, Ludovico",472,460,0,0,0,0,0,6,1,2,1,0,0,0,0,460,0,0,0,0,0,6,1,2,1,0,0,0,0,
buch,-0.12871084890694431,1.2734207583283994,"Q22,2","Ariosto, Ludovico",428,423,0,0,0,0,0,3,1,2,0,0,0,0,0,423,0,0,0,0,0,3,1,2,0,0,0,0,0,
buch,-0.10649894623482939,1.2656838382048243,"Q22,3","Ariosto, Ludovico",424,415,0,0,0,0,0,5,1,2,0,0,0,0,0,415,0,0,0,0,0,5,1,2,0,0,0,0,0,
buch,-0.1363467226062514,1.30353036833271,"Q22,4","Ariosto, Ludovico",464,414,0,0,0,11,0,4,1,2,0,0,0,0,0,414,0,0,0,11,0,4,1,2,0,0,0,0,0,
buch,-0.49033862814538676,0.9835902068130907,"Q23,1","Baechtold, Jakob",476,473,0,0,0,0,0,2,1,1,0,0,0,0,0,473,0,0,0,0,0,2,1,1,0,0,0,0,0,
buch,-0.8553750339266144,1.5203483270616962,"Q23,2","Baechtold, Jakob",560,549,3,0,0,0,2,3,1,1,2,0,0,0,0,549,3,0,0,0,2,3,1,1,2,0,0,0,0,
buch,-1.2353928104277925,1.2081751666562832,"Q23,3","Baechtold, Jakob",683,680,0,0,0,0,0,2,1,1,0,0,0,0,0,680,0,0,0,0,0,2,1,1,0,0,0,0,0,
buch,-0.7833051752457905,1.0361068529462976,Q24,"[Black, Adam u. Charles]",548,539,1,0,0,0,1,2,1,1,2,0,0,0,0,539,1,0,0,0,1,2,1,1,2,0,0,0,0,
buch,1.033626342289448,1.5432687710889217,Q25,"Blumenthal, Oscar",118,83,0,0,0,2,0,18,1,2,0,0,0,0,0,83,0,0,0,2,0,18,1,2,0,0,0,0,0,
buch,0.5878054683563807,1.2996879181676249,Q26,"Böhm, Richard",218,213,0,0,0,0,0,3,1,2,0,0,0,0,0,213,0,0,0,0,0,3,1,2,0,0,0,0,0,
buch,0.13430734493553428,1.2487761306783298,Q27,[ohne Angabe],350,345,0,0,0,0,0,3,1,2,0,0,0,0,0,345,0,0,0,0,0,3,1,2,0,0,0,0,0,
buch,-1.2416964036375693,0.5881490613730469,Q28,"Dahn, Felix",638,626,6,3,0,2,0,1,1,1,3,0,1,0,0,626,6,3,0,2,0,1,1,1,3,0,1,0,0,
buch,0.07881543185236906,1.2483312708990284,Q29,"[Lawrence, Steven] Edwards, Anni",368,360,0,0,0,0,0,5,1,2,0,0,0,0,0,360,0,0,0,0,0,5,1,2,0,0,0,0,0,
buch,3.0638655618513697,-2.775196595628311,Q3,"Fontane, Theodor",368,339,3,0,3,6,0,8,3,1,3,0,0,3,0,339,3,0,3,6,0,8,3,1,3,0,0,3,0,
buch,1.0694301920481333,1.100883013829747,Q30,"Fitger, Arthur",116,111,0,0,0,0,0,4,1,1,1,0,0,0,0,111,0,0,0,0,0,4,1,1,1,0,0,0,0,
buch,3.866772005092868,3.381026185629534,Q31,"Forster, John",492,481,0,0,0,0,8,3,1,1,0,0,0,0,0,481,0,0,0,0,8,3,1,1,0,0,0,0,0,
buch,1.9418632351301581,1.1570730633735093,Q32,"Baumbach, Rudolf; Dahn, Felix; Ebers, Georg; Ebner-Eschenbach, Marie von; Eckstein, Ernst; Fontane, Theodor; Franzos, Karl Emil; Fulda, Ludwig; Heyse, Paul; Hopfen, Hans; Jensen, Wilhelm; Lingg, Hermann; Meyer, Conrad Ferdinand; Schubin, Ossip; Spielhagen, Friedrich; Sudermann, Hermann; Voß, Richard; Wichert, Ernst; Wolff, Julius",324,314,0,0,0,0,3,4,2,2,0,0,0,0,0,314,0,0,0,0,3,4,2,2,0,0,0,0,0,
buch,-5.964900905273564,-8.360228887892974,"Q33,1","Freytag, Gustav",462,135,78,7,0,240,0,61,2,1,27,24,0,0,0,135,78,7,0,240,0,61,2,1,27,24,0,0,0,
buch,-5.313986797016239,-10.326171976725199,"Q33,2","Freytag, Gustav",432,78,74,7,6,281,0,168,2,1,9,10,0,0,0,78,74,7,6,281,0,168,2,1,9,10,0,0,0,
buch,2.7477840990481774,-1.3330991304312765,Q34,"Geibel, Emanuel",406,390,0,0,0,0,0,4,5,2,0,0,0,0,0,390,0,0,0,0,0,4,5,2,0,0,0,0,0,
buch,-0.8894110489504811,-1.9112307036295237,Q35,"Gensichen, Otto Franz",108,92,7,12,0,0,0,1,1,2,11,3,1,0,0,92,7,12,0,0,0,1,1,2,11,3,1,0,0,
buch,-1.7983354799168416,-4.029488535143768,"Q36,1","Goethe, Johann Wolfgang von",636,595,4,3,0,30,0,1,1,1,29,0,0,0,0,595,4,3,0,30,0,1,1,1,29,0,0,0,0,
buch,-3.9736945544151507,-1.070798840988422,"Q36,2","Goethe, Johann Wolfgang von",926,860,54,8,1,5,0,1,1,1,12,12,1,0,0,860,54,8,1,5,0,1,1,1,12,12,1,0,0,
buch,-1.90205445036307,1.3164021890525055,"Q36,4","Goethe, Johann Wolfgang von",862,845,8,1,0,2,0,1,1,1,0,0,0,0,0,845,8,1,0,2,0,1,1,1,0,0,0,0,0,
buch,-1.551465049584176,1.303749682822836,"Q36,5","Goethe, Johann Wolfgang von",762,731,0,0,0,24,0,1,1,1,0,0,0,0,0,731,0,0,0,24,0,1,1,1,0,0,0,0,0,
buch,-1.2948493622574329,1.2351947265312764,"Q36,6","Goethe, Johann Wolfgang von",704,697,0,0,0,0,0,2,1,1,0,0,0,0,0,697,0,0,0,0,0,2,1,1,0,0,0,0,0,
buch,0.7360999291998945,1.0086769765412926,Q37,"Hamerling, Robert",204,192,1,0,0,1,0,4,1,1,0,0,0,0,0,192,1,0,0,1,0,4,1,1,0,0,0,0,0,
buch,-0.9909827472271623,-6.73518223470966,Q38,"Hamerling, Robert",290,201,41,11,2,1,0,3,1,3,34,11,8,0,0,201,41,11,2,1,0,3,1,3,34,11,8,0,0,
buch,2.1185285305236428,-4.328866442041851,Q39,"Heine, Heinrich",330,290,11,0,1,8,0,1,3,1,4,7,12,0,0,290,11,0,1,8,0,1,3,1,4,7,12,0,0,
buch,-1.3010446578997354,1.0890854597267503,"Q4,1","Fontane, Theodor",772,681,0,0,0,2,0,12,1,1,1,0,0,0,0,681,0,0,0,2,0,12,1,1,1,0,0,0,0,
buch,0.030105612038222335,0.8655914492609851,"Q4,2","Fontane, Theodor",341,318,0,0,0,0,0,16,1,1,0,0,0,0,0,318,0,0,0,0,0,16,1,1,0,0,0,0,0,
buch,1.137515706917761,1.457491064180873,Q40,"Hertz, Wilhelm ",72,66,0,0,0,0,0,2,1,2,0,0,0,0,0,66,0,0,0,0,0,2,1,2,0,0,0,0,0,
buch,-0.9237987747298952,-2.6569444808767444,"Q41,1","Heyse, Paul",352,301,24,5,1,1,0,3,2,2,11,15,1,0,0,301,24,5,1,1,0,3,2,2,11,15,1,0,0,
buch,0.2448636944042334,1.2524115513178662,"Q41,2","Heyse, Paul",316,312,0,0,0,0,0,2,1,2,0,0,0,0,0,312,0,0,0,0,0,2,1,2,0,0,0,0,0,
buch,0.18942692287155544,1.2508501212452061,"Q41,3","Heyse, Paul",334,329,0,0,0,0,0,2,1,2,0,0,0,0,0,329,0,0,0,0,0,2,1,2,0,0,0,0,0,
buch,0.19756848483135117,0.46424718469365883,"Q41,4","Heyse, Paul",420,411,0,0,0,0,0,4,2,2,0,0,0,0,0,411,0,0,0,0,0,4,2,2,0,0,0,0,0,
buch,-0.023414044324175314,1.2658274637213198,"Q41,5","Heyse, Paul",404,393,0,0,0,0,0,2,1,2,0,0,0,0,0,393,0,0,0,0,0,2,1,2,0,0,0,0,0,
buch,-0.07608025805365179,1.2681453692773443,"Q41,7","Heyse, Paul",414,408,0,0,0,0,0,3,1,2,0,0,0,0,0,408,0,0,0,0,0,3,1,2,0,0,0,0,0,
buch,-2.37677176710773,-1.7311111266060224,"Q42,1-4","Heyse, Paul",514,474,10,17,1,0,0,5,1,2,12,6,1,0,0,474,10,17,1,0,0,5,1,2,12,6,1,0,0,
buch,0.9029278937577924,1.4032408776223657,"Q42,11","Heyse, Paul",138,117,4,0,0,1,0,11,1,2,0,0,0,0,0,117,4,0,0,1,0,11,1,2,0,0,0,0,0,
buch,1.3709957417245273,-0.27415634069436823,Q43,"Heyse, Paul",236,217,1,0,0,1,0,15,3,2,0,0,0,0,0,217,1,0,0,1,0,15,3,2,0,0,0,0,0,
buch,-2.4760265460277693,-5.058662449120964,Q44,"Heyse, Paul",392,279,60,16,2,5,0,58,4,1,22,10,0,0,0,279,60,16,2,5,0,58,4,1,22,10,0,0,0,
buch,-0.05088454883958393,0.288842266412012,Q45,"Heyse, Paul",456,443,0,0,0,0,0,0,2,1,0,0,0,0,0,443,0,0,0,0,0,0,2,1,0,0,0,0,0,
buch,-0.7500657492489636,7.6212552001183305,Q46,"Heyse, Paul",398,347,0,0,0,0,0,8,1,10,0,0,0,0,0,347,0,0,0,0,0,8,1,10,0,0,0,0,0,
buch,1.236344631408354,0.49311875206777167,Q47,"Heyse, Paul",118,110,0,0,0,0,0,2,2,2,1,0,0,0,0,110,0,0,0,0,0,2,2,2,1,0,0,0,0,
buch,-0.16424784713246765,-1.2634829995293548,Q48,"Hopfen, Hans",306,270,9,6,1,0,0,17,2,1,9,0,2,0,0,270,9,6,1,0,0,17,2,1,9,0,2,0,0,
buch,-5.176467402397929,-4.579920014908679,Q49,"Hopfen, Hans",576,426,86,14,1,1,0,90,2,2,21,21,2,0,0,426,86,14,1,1,0,90,2,2,21,21,2,0,0,
buch,-0.9010769078355981,2.376689168176011,"Q5,1,1","Fontane, Theodor",382,361,0,0,4,0,0,5,1,1,2,0,3,0,0,361,0,0,4,0,0,5,1,1,2,0,3,0,0,
buch,-0.5623833133696574,1.0020118095093147,"Q5,1,2","Fontane, Theodor",512,494,0,0,0,0,0,3,1,1,0,0,0,0,0,494,0,0,0,0,0,3,1,1,0,0,0,0,0,
buch,-0.3679100753057828,0.9497179330745035,"Q5,2,1","Fontane, Theodor",447,437,0,0,0,1,0,1,1,1,0,0,0,0,0,437,0,0,0,1,0,1,1,1,0,0,0,0,0,
buch,-1.0222472249938432,1.1259392767035423,"Q5,2,2","Lenau, Nikolaus",624,619,0,0,0,0,0,2,1,1,0,0,0,0,0,619,0,0,0,0,0,2,1,1,0,0,0,0,0,
buch,0.8180699244475998,0.5015195939352288,Q50,"Lenau, Nikolaus",244,235,0,0,0,0,0,3,2,2,0,0,0,0,0,235,0,0,0,0,0,3,2,2,0,0,0,0,0,
buch,0.7619037028221307,-1.1980457965517575,Q51,"Lenau, Nikolaus",374,363,0,5,0,2,0,2,3,2,2,2,3,0,0,363,0,5,0,2,0,2,3,2,2,2,3,0,0,
buch,1.0486748911044061,-0.3320121108512233,Q52,"Lenau, Nikolaus",386,372,1,0,0,2,0,4,3,2,0,0,0,0,0,372,1,0,0,2,0,4,3,2,0,0,0,0,0,
buch,0.31883324728629664,1.2557069775945033,Q53,"Lepel, Bernhard von",299,289,0,0,0,0,0,3,1,2,0,0,0,0,0,289,0,0,0,0,0,3,1,2,0,0,0,0,0,
buch,1.3944406171966663,-1.5528342237431854,Q54,"Lepel, Bernhard von",226,207,6,2,1,1,0,5,3,1,2,0,5,0,0,207,6,2,1,1,0,5,3,1,2,0,5,0,0,
buch,0.7208823201665076,-0.36831074882968834,Q55,[ohne Angabe],172,157,14,3,0,0,0,1,2,1,2,2,1,0,0,157,14,3,0,0,0,1,2,1,2,2,1,0,0,
buch,-12.896872824583369,7.609454582581776,Q56,"Pantenius, Theodor Hermann",458,414,16,3,0,4,0,1,2,1,22,1,1,0,9,414,16,3,0,4,0,1,2,1,22,1,1,0,9,
buch,-0.5344682557051311,0.5062697820555802,Q57,"Pantenius, Theodor Hermann",564,558,0,0,0,0,0,3,2,2,0,0,0,0,0,558,0,0,0,0,0,3,2,2,0,0,0,0,0,
buch,-0.1113454691934984,0.19767398284424992,Q58,"Pietsch, Ludwig",456,444,0,0,0,1,0,7,2,1,2,0,0,0,0,444,0,0,0,1,0,7,2,1,2,0,0,0,0,
buch,-0.0034183546539763242,1.1884470059658374,Q59,"Fontane, Theodor",384,378,3,1,0,0,0,1,1,2,0,0,0,0,0,378,3,1,0,0,0,1,1,2,0,0,0,0,0,
buch,-0.04242157866462017,-0.17300459798657816,Q6,"Pietsch, Ludwig",442,426,0,0,2,2,0,0,2,1,0,0,1,0,0,426,0,0,2,2,0,0,2,1,0,0,1,0,0,
buch,-1.5659745583852802,-2.0220580571481195,Q60,"Platen, August von",262,170,44,16,0,2,0,12,2,2,1,0,0,0,0,170,44,16,0,2,0,12,2,2,1,0,0,0,0,
buch,-0.09826295682653291,-0.32873300787329945,"Q61,1","Platen, August von",364,308,17,0,0,0,0,32,2,1,0,0,0,0,0,308,17,0,0,0,0,32,2,1,0,0,0,0,0,
buch,0.2941551868866963,-0.047618117533388724,"Q61,2","Platen, August von",368,341,6,0,1,8,0,3,2,1,2,0,1,0,0,341,6,0,1,8,0,3,2,1,2,0,1,0,0,
buch,-0.1453028647185691,0.9524475569789287,"Q61,3","Platen, August von",388,378,0,0,0,0,1,2,1,1,0,0,0,0,0,378,0,0,0,0,1,2,1,1,0,0,0,0,0,
buch,-0.6106643780074007,0.45714881523812695,"Q61,4","Platen, August von",428,410,10,2,0,1,0,2,1,1,0,0,2,0,0,410,10,2,0,1,0,2,1,1,0,0,2,0,0,
buch,0.879109522479957,0.435612214626625,Q62,"Roquette, Otto",283,218,0,0,0,6,0,0,2,2,1,0,0,0,0,218,0,0,0,6,0,0,2,2,1,0,0,0,0,
buch,0.6467776406856928,1.3121327383013894,Q63,"Roquette, Otto",200,197,0,0,0,0,0,2,1,2,0,0,0,0,0,197,0,0,0,0,0,2,1,2,0,0,0,0,0,
buch,-0.5589847179712032,-3.352803987365849,Q64,"Roquette, Otto",208,169,21,5,0,5,0,2,2,1,10,19,0,0,0,169,21,5,0,5,0,2,2,1,10,19,0,0,0,
buch,1.739912282683574,-0.6448186929021439,Q65,"Schiller, Friedrich von",168,156,2,0,2,2,0,3,3,2,0,0,2,0,0,156,2,0,2,2,0,3,3,2,0,0,2,0,0,
buch,-3.590181719319494,-2.5014190798755855,"Q66,3-4","Schiller, Friedrich von",860,707,62,17,0,40,0,10,2,2,15,0,1,0,0,707,62,17,0,40,0,10,2,2,15,0,1,0,0,
buch,-3.715344388973393,-1.8993913930144346,"Q66,5-6","Schiller, Friedrich von",956,812,41,15,0,37,0,51,4,2,5,3,1,0,0,812,41,15,0,37,0,51,4,2,5,3,1,0,0,
buch,-2.914322523784868,1.4565933180162038,"Q66,7-8","Schiller, Friedrich von",816,713,0,0,0,0,0,83,2,2,1,0,0,0,0,713,0,0,0,0,0,83,2,2,1,0,0,0,0,
buch,0.5631427081209972,3.4707231525298377,"Q67,1","Storm, Theodor",264,253,0,0,0,0,0,3,1,5,0,0,0,0,0,253,0,0,0,0,0,3,1,5,0,0,0,0,0,
buch,0.8913791010544982,0.5034454340785949,"Q67,2","Storm, Theodor",220,211,0,0,0,0,0,6,2,2,0,0,0,0,0,211,0,0,0,0,0,6,2,2,0,0,0,0,0,
buch,0.5153116938962143,1.2903085227870776,"Q67,3","Storm, Theodor",242,232,0,0,0,0,0,4,1,2,0,0,0,0,0,232,0,0,0,0,0,4,1,2,0,0,0,0,0,
buch,0.41585110520387947,1.269036995469685,"Q67,5","Storm, Theodor",272,259,0,0,0,0,0,4,1,2,0,0,0,0,0,259,0,0,0,0,0,4,1,2,0,0,0,0,0,
buch,0.8501719745224731,0.3152709211857004,"Q67,6","Storm, Theodor",222,209,7,1,0,0,0,1,2,2,0,1,0,0,0,209,7,1,0,0,0,1,2,2,0,1,0,0,0,
buch,0.5137483739919011,1.2906952292452252,"Q67,8","Storm, Theodor",240,233,0,0,0,0,0,3,1,2,0,0,0,0,0,233,0,0,0,0,0,3,1,2,0,0,0,0,0,
buch,0.5797171007322366,0.9625203951184488,"Q67,9","Storm, Theodor",230,224,0,0,0,0,0,3,1,1,0,0,0,0,0,224,0,0,0,0,0,3,1,1,0,0,0,0,0,
buch,0.49568639883288257,0.9010001530500429,Q68,"Trojan, Johannes",264,259,0,0,0,0,1,1,1,1,1,0,0,0,0,259,0,0,0,0,1,1,1,1,1,0,0,0,0,
buch,1.5154093342502017,0.6542901107546217,Q69,"Fontane, Theodor",223,217,0,0,0,0,2,2,2,2,1,0,0,0,0,217,0,0,0,0,2,2,2,2,1,0,0,0,0,
buch,1.7234987754510678,0.4608132402240904,Q7,"Trojan, Johannes",48,32,0,0,0,0,1,3,2,1,1,0,0,0,0,32,0,0,0,0,1,3,2,1,1,0,0,0,0,
buch,0.8416537072519956,0.501737923355881,Q70,[ohne Angabe],252,226,0,0,0,0,0,5,2,2,0,0,0,0,0,226,0,0,0,0,0,5,2,2,0,0,0,0,0,
buch,1.207976399288457,1.1064251596808043,Q71,[ohne Angabe],88,86,0,0,0,0,0,1,1,1,2,0,0,0,0,86,0,0,0,0,0,1,1,1,2,0,0,0,0,
buch,1.3220066089967635,1.182141297666653,Q72,[ohne Angabe],56,54,0,0,0,0,0,1,1,1,1,0,0,0,0,54,0,0,0,0,0,1,1,1,1,0,0,0,0,
buch,-0.24885515754874593,0.11449930080174979,Q73,"Vilmar, A[ugust] F[riedrich] C[hristian] ",488,461,0,2,0,12,0,6,2,1,1,0,0,0,0,461,0,2,0,12,0,6,2,1,1,0,0,0,0,
buch,2.895894453540773,5.855161432148779,Q74,"Wichmann, Herman ",348,302,1,0,0,0,8,24,1,6,8,0,2,0,0,302,1,0,0,0,8,24,1,6,8,0,2,0,0,
buch,-0.5788020427212405,0.19345313892400479,Q75,"Wilbrandt, Adolf",384,328,16,0,0,0,1,21,1,1,2,2,0,0,0,328,16,0,0,0,1,21,1,1,2,2,0,0,0,
buch,-6.937332717636307,-1.9842817979024345,Q76,"Immermann, Karl",812,584,40,13,0,4,0,137,1,2,14,26,1,0,0,584,40,13,0,4,0,137,1,2,14,26,1,0,0,
buch,0.2359265256077269,0.9017385380090958,Q77,"Wegner, Bertha",294,291,0,0,0,0,0,1,1,1,0,0,0,0,0,291,0,0,0,0,0,1,1,1,0,0,0,0,0,
buch,0.5085412805750423,1.2474393327501674,Q78,"Fontane, Theodor",243,235,0,0,0,0,0,1,1,2,1,0,0,0,0,235,0,0,0,0,0,1,1,2,1,0,0,0,0,
buch,0.7535038862565692,1.0442199031462533,Q79,"Fontane, Theodor",217,190,0,0,0,0,0,14,1,1,0,0,0,0,0,190,0,0,0,0,0,14,1,1,0,0,0,0,0,
buch,0.31586105060266295,-1.0166876420198023,Q8,"Lübke, Wilhelm",486,464,0,1,1,1,0,12,3,1,5,0,1,0,0,464,0,1,1,1,0,12,3,1,5,0,1,0,0,
buch,-1.0975083526824385,1.514226808501472,Q80,"Lübke, Wilhelm",776,674,0,0,0,0,0,9,1,2,0,0,0,0,0,674,0,0,0,0,0,9,1,2,0,0,0,0,0,
buch,-3.396028746573171,2.2857369917442005,Q81,[ohne Angabe],1343,1250,3,1,0,3,0,20,1,1,0,0,0,0,0,1250,3,1,0,3,0,20,1,1,0,0,0,0,0,
buch,-0.31839409814616715,-1.6688938391918344,Q82,"Ritter, Benjamin",676,648,0,0,0,1,0,4,3,2,11,0,1,0,0,648,0,0,0,1,0,4,3,2,11,0,1,0,0,
buch,-1.0320793804016404,0.9370607627222363,"Q83,1","Ritter, Benjamin",645,600,0,0,0,2,0,11,1,1,2,0,0,0,0,600,0,0,0,2,0,11,1,1,2,0,0,0,0,
buch,-2.142984859364098,1.4630262516474564,"Q83,2","Sachs, Karl",920,910,1,0,1,0,0,5,1,1,1,0,1,0,0,910,1,0,1,0,0,5,1,1,1,0,1,0,0,
buch,-0.12063801873996848,0.8541282707483928,"Q84,Suppl.","Sachs, Karl",376,369,0,0,0,0,0,3,1,1,1,0,0,0,0,369,0,0,0,0,0,3,1,1,1,0,0,0,0,
buch,-6.362531392552902,3.66681814432313,Q84,"Sachs, Karl",1674,1374,0,0,0,2,0,165,1,2,0,0,0,0,0,1374,0,0,0,2,0,165,1,2,0,0,0,0,0,
buch,-0.6603019664149758,0.6887112783204014,"Q85,1","Zedlitz-Neukirch, Leopold von",498,466,3,4,0,2,0,4,1,1,0,0,0,0,0,466,3,4,0,2,0,4,1,1,0,0,0,0,0,
buch,-0.6322498177732431,1.0191739166581786,"Q85,2","Zedlitz-Neukirch, Leopold von",520,514,0,0,0,0,0,4,1,1,0,0,0,0,0,514,0,0,0,0,0,4,1,1,0,0,0,0,0,
buch,-0.6807047632414716,0.9128488322899901,"Q85,3","Zedlitz-Neukirch, Leopold von",524,516,4,1,0,0,0,2,1,1,0,0,0,0,0,516,4,1,0,0,0,2,1,1,0,0,0,0,0,
buch,-0.6435181196890759,0.8434196651578079,"Q85,4","Zedlitz-Neukirch, Leopold von",498,492,1,0,1,2,0,1,1,1,0,0,1,0,0,492,1,0,1,2,0,1,1,1,0,0,1,0,0,
buch,-1.2094182128801612,1.202737591187329,"Q85,5","Zedlitz-Neukirch, Leopold von",676,673,0,0,0,0,0,1,1,1,0,0,0,0,0,673,0,0,0,0,0,1,1,1,0,0,0,0,0,
buch,1.6681727529639008,0.45176214878344856,Q86,[ohne Angabe],28,22,0,0,0,0,0,0,2,1,0,0,0,0,0,22,0,0,0,0,0,0,2,1,0,0,0,0,0,
buch,0.1758222320216835,0.2773215935527473,Q87(1854),[ohne Angabe],388,383,0,0,0,1,0,1,2,1,0,0,0,0,0,383,0,0,0,1,0,1,2,1,0,0,0,0,0,
buch,1.1638236838141314,1.038326131573544,Q87(1857),[ohne Angabe],108,104,0,1,0,0,0,2,1,1,0,0,1,0,0,104,0,1,0,0,0,2,1,1,0,0,1,0,0,
buch,1.1189032830372982,1.1633303956375685,Q88(1858),[ohne Angabe],108,102,0,0,0,0,0,3,1,1,0,0,0,0,0,102,0,0,0,0,0,3,1,1,0,0,0,0,0,
buch,1.2780703811702534,1.0434094297778889,Q88(1859),[ohne Angabe],108,106,0,0,1,0,0,1,1,1,0,0,1,0,0,106,0,0,1,0,0,1,1,1,0,0,1,0,0,
buch,1.121117729356212,1.1631886236687443,Q88(1860),[ohne Angabe],106,103,0,0,0,0,0,2,1,1,0,0,0,0,0,103,0,0,0,0,0,2,1,1,0,0,0,0,0,
buch,-0.1457737725115353,1.2807462604081872,Q89,[ohne Angabe],432,428,0,0,0,0,0,2,1,2,0,0,0,0,0,428,0,0,0,0,0,2,1,2,0,0,0,0,0,
buch,0.9070626914503878,-0.5944965931173561,"Q9,1-2","Fontane, Theodor",402,314,0,3,0,5,0,6,3,1,0,0,0,0,0,314,0,3,0,5,0,6,3,1,0,0,0,0,0,
buch,0.5157759958583323,-0.8041068892386921,"Q9,3-4","Fontane, Theodor",548,473,0,0,0,23,0,4,3,1,0,0,0,0,0,473,0,0,0,23,0,4,3,1,0,0,0,0,0,
buch,-0.17369749488405398,4.222683859133555,Q90,[ohne Angabe],444,417,1,1,0,3,0,12,2,6,1,0,0,0,0,417,1,1,0,3,0,12,2,6,1,0,0,0,0,
buch,0.4971873611837532,1.195947765644413,Q91,[ohne Angabe],260,247,0,0,1,1,0,4,1,2,1,0,0,0,0,247,0,0,1,1,0,4,1,2,1,0,0,0,0,
buch,0.5357987343191802,1.1075330292639767,Q92,[ohne Angabe],246,234,1,1,1,0,0,2,1,2,2,0,0,0,0,234,1,1,1,0,0,2,1,2,2,0,0,0,0,
buch,0.7598367172279239,0.3902253821375508,Q93,"Bodenstedt, Friedrich ",270,260,0,0,1,0,0,3,2,2,0,0,0,0,0,260,0,0,1,0,0,3,2,2,0,0,0,0,0,
buch,0.6314316772970374,0.05101004725744221,Q94,"Spielhagen, Friedrich",276,227,1,0,0,0,0,15,2,1,3,0,0,0,0,227,1,0,0,0,0,15,2,1,3,0,0,0,0,
buch,0.44903745205954776,2.6652481153560568,Q95,"Fontane, Theodor",336,325,0,0,0,0,0,4,1,4,0,0,0,0,0,325,0,0,0,0,0,4,1,4,0,0,0,0,0,
buch,1.9261634588537198,-0.36048190494303634,Q97,"Riedel, A.F. ",24,20,0,1,0,0,0,2,3,1,1,0,0,0,0,20,0,1,0,0,0,2,3,1,1,0,0,0,0,
